   lamda     c0    c1      c2
  482.975127     8.11500E-02     4.53100E-05    -4.91100E-07
  483.091787     8.10200E-02     4.60900E-05    -4.97300E-07
  483.208504     8.08100E-02     4.72300E-05    -5.03700E-07
  483.325278     8.06100E-02     4.80100E-05    -5.09900E-07
  483.442108     8.03900E-02     4.99400E-05    -4.88300E-07
  483.558994     8.01800E-02     5.03600E-05    -5.00900E-07
  483.675937     7.99600E-02     5.03300E-05    -5.28900E-07
  483.792937     7.97500E-02     5.07400E-05    -5.41500E-07
  483.909993     7.95200E-02     5.11300E-05    -5.48000E-07
  484.027106     7.92900E-02     5.19100E-05    -5.54100E-07
  484.144275     7.89500E-02     5.30700E-05    -5.46600E-07
  484.261501     7.86400E-02     5.38500E-05    -5.52700E-07
  484.378784     7.83000E-02     5.50200E-05    -5.31100E-07
  484.496124     7.79700E-02     5.61800E-05    -5.23600E-07
  484.613521     7.76300E-02     5.65700E-05    -5.30000E-07
  484.730974     7.72800E-02     5.61900E-05    -5.43800E-07
  484.848485     7.69500E-02     5.66200E-05    -5.42300E-07
  484.966052     7.66100E-02     5.70100E-05    -5.48700E-07
  485.083677     7.63400E-02     5.66300E-05    -5.62500E-07
  485.201359     7.60700E-02     5.58600E-05    -5.76500E-07
  485.319097     7.58200E-02     5.51200E-05    -5.96600E-07
  485.436893     7.55600E-02     5.51200E-05    -5.96600E-07
  485.554746     7.52900E-02     5.51300E-05    -5.82600E-07
  485.672657     7.50500E-02     5.59300E-05    -5.74700E-07
  485.790624     7.48100E-02     5.70600E-05    -5.54200E-07
  485.908649     7.45800E-02     5.74500E-05    -5.60700E-07
  486.026731     7.43500E-02     5.86200E-05    -5.32400E-07
  486.144871     7.41700E-02     5.82300E-05    -5.32600E-07
  486.263068     7.40200E-02     5.74600E-05    -5.46600E-07
  486.381323     7.38600E-02     5.74400E-05    -5.40500E-07
  486.499635     7.36900E-02     5.70800E-05    -5.46900E-07
  486.618005     7.35100E-02     5.74500E-05    -5.26500E-07
  486.736432     7.33600E-02     5.66900E-05    -5.40500E-07
  486.854917     7.32000E-02     5.66600E-05    -5.34400E-07
  486.973460     7.30400E-02     5.66700E-05    -5.20300E-07
  487.092060     7.30300E-02     5.51400E-05    -5.48300E-07
  487.210719     7.30700E-02     5.32100E-05    -5.76600E-07
  487.329435     7.31000E-02     5.12900E-05    -5.98200E-07
  487.448209     7.31500E-02     4.81900E-05    -6.48100E-07
  487.567040     7.31800E-02     4.89900E-05    -6.06000E-07
  487.685930     7.32300E-02     5.01300E-05    -5.71500E-07
  487.804878     7.32900E-02     5.08700E-05    -5.51400E-07
  487.923884     7.33300E-02     5.24200E-05    -5.09300E-07
  488.042948     7.34700E-02     5.31700E-05    -4.89200E-07
  488.162070     7.37700E-02     5.12400E-05    -5.10800E-07
  488.281250     7.40400E-02     4.96800E-05    -5.32700E-07
  488.400488     7.43200E-02     4.93100E-05    -5.32400E-07
  488.519785     7.46000E-02     4.73600E-05    -5.47800E-07
  488.639140     7.49000E-02     4.81300E-05    -5.33800E-07
  488.758553     7.51900E-02     4.81400E-05    -5.19800E-07
  488.878025     7.54900E-02     4.84800E-05    -5.07200E-07
  488.997555     7.57900E-02     4.92700E-05    -4.79100E-07
  489.117144     7.62000E-02     4.80900E-05    -5.00800E-07
  489.236791     7.66200E-02     4.81300E-05    -4.92800E-07
  489.356496     7.70400E-02     4.73400E-05    -5.00700E-07
  489.476260     7.74400E-02     4.65800E-05    -5.00700E-07
  489.596083     7.78900E-02     4.58100E-05    -5.14700E-07
  489.715965     7.83000E-02     4.65800E-05    -5.00700E-07
  489.835905     7.87400E-02     4.58200E-05    -5.14700E-07
  489.955904     7.91700E-02     4.50200E-05    -5.22600E-07
  490.075962     7.94900E-02     4.61900E-05    -4.94200E-07
  490.196078     7.97600E-02     4.77300E-05    -4.66200E-07
  490.316254     8.00300E-02     4.92800E-05    -4.24100E-07
  490.436488     8.03100E-02     5.04100E-05    -4.03700E-07
  490.556782     8.05700E-02     5.04100E-05    -4.03700E-07
  490.677134     8.08300E-02     4.84700E-05    -4.39400E-07
  490.797546     8.10800E-02     4.77000E-05    -4.53400E-07
  490.918017     8.13300E-02     4.61800E-05    -4.67300E-07
  491.038547     8.15800E-02     4.53700E-05    -4.89300E-07
  491.159136     8.17800E-02     4.54000E-05    -4.95400E-07
  491.279784     8.19500E-02     4.65700E-05    -4.67100E-07
  491.400491     8.21400E-02     4.65500E-05    -4.81100E-07
  491.521258     8.23200E-02     4.69600E-05    -4.73500E-07
  491.642085     8.25100E-02     4.69600E-05    -4.73500E-07
  491.762970     8.26900E-02     4.69600E-05    -4.73500E-07
  491.883915     8.28800E-02     4.61900E-05    -4.87500E-07
  492.004920     8.30500E-02     4.53800E-05    -5.09400E-07
  492.125984     8.31600E-02     4.57700E-05    -5.15900E-07
  492.247108     8.32200E-02     4.50200E-05    -5.15800E-07
  492.368291     8.33200E-02     4.46400E-05    -5.29600E-07
  492.489535     8.34100E-02     4.42400E-05    -5.43900E-07
  492.610837     8.34900E-02     4.57700E-05    -5.15900E-07
  492.732200     8.35900E-02     4.61700E-05    -5.01600E-07
  492.853622     8.36900E-02     4.73100E-05    -4.87900E-07
  492.975105     8.37900E-02     4.77000E-05    -4.87600E-07
  493.096647     8.39700E-02     4.81000E-05    -4.80000E-07
  493.218249     8.41800E-02     4.80600E-05    -4.87900E-07
  493.339911     8.44000E-02     4.80600E-05    -4.87900E-07
  493.461633     8.46200E-02     4.72600E-05    -5.09800E-07
  493.583416     8.48200E-02     4.80500E-05    -5.02000E-07
  493.705258     8.50300E-02     4.80300E-05    -4.95800E-07
  493.827160     8.52500E-02     4.72500E-05    -5.23900E-07
  493.949123     8.54700E-02     4.76400E-05    -5.30300E-07
  494.071146     8.56800E-02     4.68400E-05    -5.38200E-07
  494.193230     8.58800E-02     4.64800E-05    -5.37900E-07
  494.315373     8.60700E-02     4.60800E-05    -5.31500E-07
  494.437577     8.62900E-02     4.53200E-05    -5.45500E-07
  494.559842     8.64800E-02     4.56900E-05    -5.25000E-07
  494.682167     8.67000E-02     4.57100E-05    -5.10900E-07
  494.804552     8.69000E-02     4.60800E-05    -4.90500E-07
  494.926998     8.71200E-02     4.60900E-05    -4.90500E-07
  495.049505     8.74200E-02     4.60800E-05    -4.90500E-07
  495.172072     8.78300E-02     4.37700E-05    -5.12400E-07
  495.294700     8.82700E-02     4.22300E-05    -5.40400E-07
  495.417389     8.86900E-02     4.06700E-05    -5.62300E-07
  495.540139     8.91300E-02     3.99100E-05    -5.76300E-07
  495.662949     8.95800E-02     4.14600E-05    -5.34200E-07
  495.785821     9.00200E-02     4.22000E-05    -5.14100E-07
  495.908753     9.04900E-02     4.33400E-05    -5.00400E-07
  496.031746     9.09800E-02     4.41200E-05    -4.72300E-07
  496.154800     9.15800E-02     4.37200E-05    -4.65900E-07
  496.277916     9.21700E-02     4.25700E-05    -4.73400E-07
  496.401092     9.27900E-02     4.18100E-05    -4.73400E-07
  496.524330     9.33900E-02     4.14200E-05    -4.67000E-07
  496.647629     9.40000E-02     4.18400E-05    -4.38600E-07
  496.770989     9.46200E-02     4.18100E-05    -4.32500E-07
  496.894410     9.52400E-02     4.22100E-05    -4.18100E-07
  497.017893     9.58800E-02     4.14400E-05    -4.11900E-07
  497.141437     9.66400E-02     4.03000E-05    -4.25600E-07
  497.265042     9.74300E-02     3.79700E-05    -4.61600E-07
  497.388709     9.82000E-02     3.64500E-05    -4.75500E-07
  497.512438     9.89700E-02     3.49300E-05    -4.89500E-07
  497.636228     9.97300E-02     3.56800E-05    -4.55300E-07
  497.760080     1.00500E-01     3.60600E-05    -4.34900E-07
  497.883993     1.01300E-01     3.68400E-05    -4.06800E-07
  498.007968     1.02100E-01     3.68600E-05    -3.92800E-07
  498.132005     1.03100E-01     3.53200E-05    -4.20800E-07
  498.256104     1.04000E-01     3.41700E-05    -4.14300E-07
  498.380264     1.05000E-01     3.26100E-05    -4.36200E-07
  498.504487     1.06000E-01     3.11000E-05    -4.36100E-07
  498.628771     1.06900E-01     3.14800E-05    -4.15600E-07
  498.753117     1.07900E-01     3.18700E-05    -3.81200E-07
  498.877526     1.08900E-01     3.26600E-05    -3.53100E-07
  499.001996     1.09900E-01     3.30100E-05    -3.26500E-07
  499.126529     1.11000E-01     3.14700E-05    -3.54500E-07
  499.251123     1.12200E-01     2.99100E-05    -3.76400E-07
  499.375780     1.13300E-01     2.87500E-05    -3.84000E-07
  499.500500     1.14500E-01     2.72100E-05    -3.91800E-07
  499.625281     1.15700E-01     2.76100E-05    -3.77500E-07
  499.750125     1.16900E-01     2.75800E-05    -3.71400E-07
  499.875031     1.18000E-01     2.79600E-05    -3.50900E-07
  500.000000     1.19200E-01     2.79300E-05    -3.44800E-07
  500.125031     1.20400E-01     2.79300E-05    -3.44800E-07
  500.250125     1.21700E-01     2.79300E-05    -3.44800E-07
  500.375281     1.22900E-01     2.67500E-05    -3.46300E-07
  500.500501     1.24100E-01     2.67500E-05    -3.46300E-07
  500.625782     1.25300E-01     2.59800E-05    -3.60300E-07
  500.751127     1.26500E-01     2.48000E-05    -3.61700E-07
  500.876534     1.27800E-01     2.48000E-05    -3.61700E-07
  501.002004     1.29000E-01     2.40300E-05    -3.75700E-07
  501.127537     1.30200E-01     2.40100E-05    -3.69500E-07
  501.253133     1.31400E-01     2.40600E-05    -3.47600E-07
  501.378792     1.32600E-01     2.40400E-05    -3.41500E-07
  501.504514     1.33800E-01     2.44200E-05    -3.27700E-07
  501.630298     1.35000E-01     2.36500E-05    -3.41700E-07
  501.756147     1.36200E-01     2.28600E-05    -3.49600E-07
  501.882058     1.37400E-01     2.36500E-05    -3.07500E-07
  502.008032     1.38600E-01     2.32500E-05    -3.21800E-07
  502.134070     1.39800E-01     2.40400E-05    -3.13900E-07
  502.260171     1.40900E-01     2.40400E-05    -3.13900E-07
  502.386335     1.42000E-01     2.47700E-05    -3.07900E-07
  502.512563     1.43100E-01     2.59400E-05    -2.86300E-07
  502.638854     1.44200E-01     2.55700E-05    -2.99900E-07
  502.765209     1.45300E-01     2.48000E-05    -3.14000E-07
  502.891627     1.46400E-01     2.47800E-05    -3.28000E-07
  503.018109     1.47500E-01     2.44100E-05    -3.48500E-07
  503.144654     1.48400E-01     2.63300E-05    -3.26900E-07
  503.271263     1.49300E-01     2.90400E-05    -3.11500E-07
  503.397936     1.50100E-01     3.13500E-05    -2.89600E-07
  503.524673     1.51000E-01     3.25100E-05    -2.82100E-07
  503.651473     1.51800E-01     3.21200E-05    -3.16600E-07
  503.778338     1.52700E-01     3.13900E-05    -3.56900E-07
  503.905266     1.53500E-01     3.10000E-05    -3.91400E-07
  504.032258     1.54300E-01     3.13900E-05    -3.97800E-07
  504.159314     1.54900E-01     3.36800E-05    -3.69900E-07
  504.286435     1.55500E-01     3.67400E-05    -3.27900E-07
  504.413619     1.56200E-01     3.94400E-05    -3.12400E-07
  504.540868     1.56800E-01     4.13700E-05    -2.91000E-07
  504.668181     1.57400E-01     3.98200E-05    -3.33000E-07
  504.795558     1.58000E-01     3.86600E-05    -3.81500E-07
  504.922999     1.58500E-01     3.71100E-05    -4.23500E-07
  505.050505     1.59000E-01     3.71300E-05    -4.50500E-07
  505.178075     1.59200E-01     3.94300E-05    -4.42600E-07
  505.305710     1.59400E-01     4.21300E-05    -4.27200E-07
  505.433409     1.59600E-01     4.52400E-05    -3.97500E-07
  505.561173     1.59800E-01     4.64100E-05    -4.10100E-07
  505.689001     1.60000E-01     4.60200E-05    -4.44600E-07
  505.816894     1.60200E-01     4.56500E-05    -4.85200E-07
  505.944852     1.60400E-01     4.52800E-05    -5.19100E-07
  506.072874     1.60400E-01     4.64700E-05    -5.17700E-07
  506.200962     1.60300E-01     4.91700E-05    -5.02300E-07
  506.329114     1.60200E-01     5.22600E-05    -4.66400E-07
  506.457331     1.60100E-01     5.50100E-05    -4.29000E-07
  506.585613     1.60000E-01     5.61600E-05    -4.35500E-07
  506.713960     1.59900E-01     5.61900E-05    -4.61800E-07
  506.842372     1.59800E-01     5.62000E-05    -4.82000E-07
  506.970849     1.59600E-01     5.66000E-05    -4.88400E-07
  507.099391     1.59400E-01     5.81700E-05    -4.86700E-07
  507.227999     1.59200E-01     5.93300E-05    -4.79200E-07
  507.356672     1.58900E-01     6.04800E-05    -4.71600E-07
  507.485410     1.58600E-01     6.28000E-05    -4.49800E-07
  507.614213     1.58400E-01     6.31900E-05    -4.56200E-07
  507.743082     1.58100E-01     6.31800E-05    -4.70200E-07
  507.872016     1.57900E-01     6.39800E-05    -4.82500E-07
  508.001016     1.57500E-01     6.43800E-05    -4.75000E-07
  508.130081     1.57200E-01     6.55400E-05    -4.67400E-07
  508.259212     1.56800E-01     6.70400E-05    -4.47200E-07
  508.388409     1.56400E-01     6.82100E-05    -4.25600E-07
  508.517671     1.56000E-01     6.97500E-05    -3.97600E-07
  508.646999     1.55500E-01     6.93700E-05    -4.18100E-07
  508.776393     1.55100E-01     6.90100E-05    -4.17800E-07
  508.905852     1.54700E-01     6.86400E-05    -4.24100E-07
  509.035378     1.54300E-01     6.71100E-05    -4.52200E-07
  509.164969     1.54000E-01     6.55700E-05    -4.80200E-07
  509.294627     1.53700E-01     6.32700E-05    -5.22300E-07
  509.424350     1.53400E-01     6.17700E-05    -5.42400E-07
  509.554140     1.53100E-01     6.17800E-05    -5.28300E-07
  509.683996     1.52800E-01     6.33600E-05    -4.92400E-07
  509.813918     1.52600E-01     6.45300E-05    -4.64000E-07
  509.943906     1.52300E-01     6.64400E-05    -4.22300E-07
  510.073961     1.52100E-01     6.60800E-05    -4.21900E-07
  510.204082     1.51900E-01     6.60600E-05    -4.01800E-07
  510.334269     1.51800E-01     6.48900E-05    -4.23400E-07
  510.464523     1.51600E-01     6.37100E-05    -4.24800E-07
  510.594843     1.51400E-01     6.29300E-05    -4.18700E-07
  510.725230     1.51300E-01     6.25300E-05    -4.26200E-07
  510.855683     1.51100E-01     6.25100E-05    -4.06100E-07
  510.986203     1.51000E-01     6.13200E-05    -4.21600E-07
  511.116790     1.51100E-01     5.86400E-05    -4.43100E-07
  511.247444     1.51400E-01     5.55400E-05    -4.93000E-07
  511.378164     1.51600E-01     5.20900E-05    -5.28600E-07
  511.508951     1.51800E-01     5.01700E-05    -5.56900E-07
  511.639806     1.52000E-01     5.20800E-05    -5.08400E-07
  511.770727     1.52300E-01     5.36100E-05    -4.60200E-07
  511.901715     1.52500E-01     5.62900E-05    -3.97700E-07
  512.032770     1.52800E-01     5.70400E-05    -3.63500E-07
  512.163892     1.53200E-01     5.66800E-05    -3.63200E-07
  512.295082     1.53600E-01     5.70600E-05    -3.49500E-07
  512.426339     1.54000E-01     5.62600E-05    -3.57400E-07
  512.557663     1.54400E-01     5.54700E-05    -3.65200E-07
  512.689054     1.54800E-01     5.47400E-05    -3.71300E-07
  512.820513     1.55100E-01     5.31800E-05    -3.93200E-07
  512.952039     1.55500E-01     5.23900E-05    -4.01100E-07
  513.083633     1.56000E-01     5.08700E-05    -4.15100E-07
  513.215294     1.56400E-01     4.85600E-05    -4.57100E-07
  513.347023     1.56900E-01     4.62500E-05    -4.92500E-07
  513.478819     1.57400E-01     4.47200E-05    -5.20500E-07
  513.610683     1.57800E-01     4.46900E-05    -5.14300E-07
  513.742615     1.58300E-01     4.62300E-05    -4.86300E-07
  513.874615     1.58800E-01     4.70000E-05    -4.72300E-07
  514.006682     1.59300E-01     4.77600E-05    -4.51500E-07
  514.138817     1.59800E-01     4.93100E-05    -4.09500E-07
  514.271021     1.60200E-01     5.08600E-05    -3.67400E-07
  514.403292     1.60700E-01     5.12400E-05    -3.47000E-07
  514.535632     1.61100E-01     5.19800E-05    -3.26800E-07
  514.668039     1.61500E-01     5.04600E-05    -3.40800E-07
  514.800515     1.61900E-01     5.01100E-05    -3.26500E-07
  514.933059     1.62400E-01     4.81800E-05    -3.48000E-07
  515.065671     1.62800E-01     4.74100E-05    -3.62000E-07
  515.198351     1.63300E-01     4.58800E-05    -3.90000E-07
  515.331100     1.63700E-01     4.46800E-05    -4.12300E-07
  515.463918     1.64200E-01     4.39100E-05    -4.26300E-07
  515.596803     1.64600E-01     4.35100E-05    -4.33800E-07
  515.729758     1.65000E-01     4.42500E-05    -4.13800E-07
  515.862781     1.65500E-01     4.46200E-05    -4.14000E-07
  515.995872     1.66000E-01     4.46200E-05    -4.14100E-07
  516.129032     1.66400E-01     4.53900E-05    -4.00100E-07
  516.262261     1.66800E-01     4.69300E-05    -3.72000E-07
  516.395559     1.67300E-01     4.69300E-05    -3.72000E-07
  516.528926     1.67700E-01     4.76900E-05    -3.58000E-07
  516.662361     1.68200E-01     4.69100E-05    -3.86100E-07
  516.795866     1.68600E-01     4.65500E-05    -3.92500E-07
  516.929439     1.69100E-01     4.57700E-05    -4.20500E-07
  517.063082     1.69500E-01     4.57800E-05    -4.06500E-07
  517.196793     1.69800E-01     4.54100E-05    -4.06100E-07
  517.330574     1.70300E-01     4.58200E-05    -3.98600E-07
  517.464424     1.70600E-01     4.50300E-05    -4.06500E-07
  517.598344     1.71000E-01     4.58300E-05    -3.84500E-07
  517.732332     1.71400E-01     4.58300E-05    -3.84500E-07
  517.866390     1.71800E-01     4.62100E-05    -3.70800E-07
  518.000518     1.72200E-01     4.66100E-05    -3.56500E-07
  518.134715     1.72600E-01     4.62200E-05    -3.50000E-07
  518.268982     1.73100E-01     4.65900E-05    -3.50300E-07
  518.403318     1.73500E-01     4.62000E-05    -3.43900E-07
  518.537724     1.73900E-01     4.58300E-05    -3.43600E-07
  518.672199     1.74300E-01     4.54300E-05    -3.51200E-07
  518.806744     1.74700E-01     4.62100E-05    -3.23100E-07
  518.941360     1.75100E-01     4.58100E-05    -3.30700E-07
  519.076045     1.75600E-01     4.50400E-05    -3.44700E-07
  519.210800     1.76100E-01     4.42800E-05    -3.44600E-07
  519.345625     1.76600E-01     4.35300E-05    -3.44600E-07
  519.480519     1.77100E-01     4.23800E-05    -3.79100E-07
  519.615485     1.77600E-01     4.31600E-05    -3.51000E-07
  519.750520     1.78100E-01     4.43100E-05    -3.16600E-07
  519.885625     1.78600E-01     4.54800E-05    -2.95000E-07
  520.020801     1.79100E-01     4.62900E-05    -2.73000E-07
  520.156047     1.79800E-01     4.55200E-05    -2.87100E-07
  520.291363     1.80600E-01     4.36000E-05    -3.15300E-07
  520.426750     1.81300E-01     4.24400E-05    -3.22900E-07
  520.562207     1.82100E-01     4.24600E-05    -3.29100E-07
  520.697735     1.82900E-01     4.28400E-05    -3.15300E-07
  520.833333     1.83600E-01     4.36500E-05    -2.93400E-07
  520.969002     1.84400E-01     4.44200E-05    -2.79300E-07
  521.104742     1.85100E-01     4.40300E-05    -2.72900E-07
  521.240553     1.85900E-01     4.36300E-05    -2.66500E-07
  521.376434     1.86700E-01     4.32400E-05    -2.60000E-07
  521.512386     1.87500E-01     4.32500E-05    -2.39200E-07
  521.648409     1.88300E-01     4.28400E-05    -2.26700E-07
  521.784503     1.89000E-01     4.24500E-05    -2.20300E-07
  521.920668     1.89800E-01     4.20400E-05    -2.27800E-07
  522.056904     1.90700E-01     4.09200E-05    -2.27500E-07
  522.193211     1.91700E-01     3.81900E-05    -2.71000E-07
  522.329590     1.92700E-01     3.55000E-05    -3.13300E-07
  522.466040     1.93700E-01     3.31800E-05    -3.35200E-07
  522.602561     1.94700E-01     3.39500E-05    -3.21100E-07
  522.739153     1.95700E-01     3.62400E-05    -2.58900E-07
  522.875817     1.96700E-01     3.73800E-05    -2.45200E-07
  523.012552     1.97700E-01     3.89300E-05    -2.03200E-07
  523.149359     1.98900E-01     3.85400E-05    -1.96700E-07
  523.286238     2.00100E-01     3.73600E-05    -2.04900E-07
  523.423188     2.01300E-01     3.73700E-05    -1.90800E-07
  523.560209     2.02500E-01     3.73700E-05    -1.90900E-07
  523.697303     2.03600E-01     3.69600E-05    -1.85000E-07
  523.834468     2.04800E-01     3.69700E-05    -1.70900E-07
  523.971706     2.06000E-01     3.69700E-05    -1.70900E-07
  524.109015     2.07300E-01     3.61800E-05    -1.78800E-07
  524.246396     2.08600E-01     3.54100E-05    -1.92800E-07
  524.383849     2.10000E-01     3.42600E-05    -2.27300E-07
  524.521374     2.11300E-01     3.35000E-05    -2.41400E-07
  524.658972     2.12600E-01     3.38800E-05    -2.41100E-07
  524.796641     2.14000E-01     3.42900E-05    -2.33500E-07
  524.934383     2.15300E-01     3.35100E-05    -2.61500E-07
  525.072197     2.16600E-01     3.35200E-05    -2.47500E-07
  525.210084     2.17900E-01     3.23600E-05    -2.55000E-07
  525.348043     2.19200E-01     3.19900E-05    -2.34500E-07
  525.486075     2.20500E-01     3.20000E-05    -2.20500E-07
  525.624179     2.21800E-01     3.16100E-05    -2.14000E-07
  525.762355     2.23000E-01     3.19900E-05    -1.93500E-07
  525.900605     2.24300E-01     3.27600E-05    -1.65600E-07
  526.038927     2.25700E-01     3.23800E-05    -1.59000E-07
  526.177322     2.27100E-01     3.23900E-05    -1.45000E-07
  526.315789     2.28500E-01     3.27700E-05    -1.24600E-07
  526.454330     2.29900E-01     3.23600E-05    -1.32100E-07
  526.592944     2.31400E-01     3.20000E-05    -1.31900E-07
  526.731630     2.32800E-01     3.23700E-05    -1.11400E-07
  526.870390     2.34200E-01     3.19700E-05    -1.19000E-07
  527.009223     2.35600E-01     3.19800E-05    -1.05000E-07
  527.148129     2.37000E-01     3.08100E-05    -1.33300E-07
  527.287108     2.38300E-01     3.04400E-05    -1.19400E-07
  527.426160     2.39600E-01     2.92700E-05    -1.47800E-07
  527.565286     2.41000E-01     2.92700E-05    -1.54600E-07
  527.704485     2.42300E-01     3.00400E-05    -1.40600E-07
  527.843758     2.43600E-01     3.00400E-05    -1.27000E-07
  527.983105     2.45000E-01     3.08000E-05    -1.13100E-07
  528.122524     2.46300E-01     3.19600E-05    -9.88400E-08
  528.262018     2.47700E-01     3.19500E-05    -1.12700E-07
  528.401585     2.49000E-01     3.31000E-05    -9.86100E-08
  528.541226     2.50300E-01     3.38800E-05    -1.04700E-07
  528.680941     2.51700E-01     3.27300E-05    -1.32500E-07
  528.820730     2.53000E-01     3.08200E-05    -1.74100E-07
  528.960592     2.54300E-01     2.96600E-05    -2.02000E-07
  529.100529     2.55500E-01     2.96900E-05    -2.08200E-07
  529.240540     2.56600E-01     2.96500E-05    -2.16000E-07
  529.380625     2.57800E-01     3.04200E-05    -2.02000E-07
  529.520784     2.58900E-01     3.12300E-05    -1.80100E-07
  529.661017     2.60100E-01     3.04400E-05    -2.08200E-07
  529.801325     2.61200E-01     3.04500E-05    -2.08100E-07
  529.941706     2.62400E-01     2.96600E-05    -2.36300E-07
  530.082163     2.63400E-01     3.08500E-05    -2.00500E-07
  530.222694     2.64400E-01     3.27700E-05    -1.79000E-07
  530.363299     2.65400E-01     3.39500E-05    -1.57400E-07
  530.503979     2.66400E-01     3.47400E-05    -1.56100E-07
  530.644733     2.67400E-01     3.47800E-05    -1.48300E-07
  530.785563     2.68400E-01     3.43800E-05    -1.62600E-07
  530.926467     2.69400E-01     3.36500E-05    -1.75400E-07
  531.067446     2.70300E-01     3.48100E-05    -1.61100E-07
  531.208499     2.71000E-01     3.71400E-05    -1.25200E-07
  531.349628     2.71800E-01     3.82900E-05    -1.10900E-07
  531.490832     2.72600E-01     4.02200E-05    -8.25900E-08
  531.632111     2.73400E-01     3.98200E-05    -1.10300E-07
  531.773465     2.74100E-01     3.86700E-05    -1.38200E-07
  531.914894     2.74900E-01     3.75300E-05    -1.65800E-07
  532.056398     2.75500E-01     3.83200E-05    -1.58000E-07
  532.197978     2.76000E-01     3.94400E-05    -1.58300E-07
  532.339633     2.76500E-01     4.13600E-05    -1.16600E-07
  532.481363     2.77000E-01     4.24800E-05    -1.16900E-07
  532.623169     2.77500E-01     4.24500E-05    -1.17600E-07
  532.765051     2.78000E-01     4.16700E-05    -1.45600E-07
  532.907008     2.78500E-01     4.08900E-05    -1.80500E-07
  533.049041     2.78900E-01     4.16400E-05    -1.60200E-07
  533.191149     2.79100E-01     4.40100E-05    -1.16500E-07
  533.333333     2.79400E-01     4.63600E-05    -5.24100E-08
  533.475593     2.79600E-01     4.94700E-05     1.15800E-08
  533.617930     2.79900E-01     4.91100E-05     5.11300E-09
  533.760342     2.80100E-01     4.80000E-05    -1.46300E-08
  533.902830     2.80400E-01     4.72700E-05    -2.07900E-08
  534.045394     2.80500E-01     4.69000E-05    -2.72300E-08
  534.188034     2.80600E-01     4.76600E-05    -2.72100E-08
  534.330751     2.80700E-01     4.80500E-05    -2.68700E-08
  534.473544     2.80800E-01     4.80200E-05    -5.50200E-08
  534.616413     2.80800E-01     4.72400E-05    -8.30900E-08
  534.759358     2.80900E-01     4.76000E-05    -8.34300E-08
  534.902380     2.81000E-01     4.72100E-05    -1.11100E-07
  535.045479     2.81000E-01     4.68100E-05    -1.25600E-07
  535.188654     2.80900E-01     4.79800E-05    -9.72000E-08
  535.331906     2.80800E-01     4.79700E-05    -1.11200E-07
  535.475234     2.80700E-01     4.95200E-05    -6.91800E-08
  535.618640     2.80600E-01     4.87300E-05    -9.72500E-08
  535.762122     2.80500E-01     4.79800E-05    -9.71500E-08
  535.905681     2.80400E-01     4.72100E-05    -1.11300E-07
  536.049317     2.80400E-01     4.64400E-05    -1.25200E-07
  536.193029     2.80300E-01     4.52700E-05    -1.53600E-07
  536.336820     2.80300E-01     4.41400E-05    -1.67200E-07
  536.480687     2.80300E-01     4.29700E-05    -1.95500E-07
  536.624631     2.80300E-01     4.33700E-05    -1.81200E-07
  536.768653     2.80300E-01     4.45000E-05    -1.67600E-07
  536.912752     2.80200E-01     4.56700E-05    -1.39300E-07
  537.056928     2.80300E-01     4.68500E-05    -1.17600E-07
  537.201182     2.80500E-01     4.57000E-05    -1.52100E-07
  537.345513     2.80700E-01     4.45700E-05    -1.72400E-07
  537.489922     2.80900E-01     4.34400E-05    -1.93000E-07
  537.634409     2.81100E-01     4.30500E-05    -1.93200E-07
  537.778973     2.81300E-01     4.38600E-05    -1.78000E-07
  537.923615     2.81500E-01     4.42600E-05    -1.70500E-07
  538.068335     2.81800E-01     4.35000E-05    -1.84400E-07
  538.213132     2.82200E-01     4.16100E-05    -1.98100E-07
  538.358008     2.82600E-01     4.00400E-05    -2.13300E-07
  538.502962     2.83000E-01     3.84800E-05    -2.35200E-07
  538.647994     2.83400E-01     3.92600E-05    -2.00300E-07
  538.793103     2.83800E-01     4.04100E-05    -1.65800E-07
  538.938292     2.84200E-01     4.07900E-05    -1.45400E-07
  539.083558     2.84700E-01     4.07600E-05    -1.39300E-07
  539.228903     2.85200E-01     3.96000E-05    -1.46900E-07
  539.374326     2.85800E-01     3.76400E-05    -1.83100E-07
  539.519827     2.86300E-01     3.68500E-05    -1.91000E-07
  539.665407     2.86900E-01     3.60600E-05    -1.98900E-07
  539.811066     2.87400E-01     3.60300E-05    -1.92600E-07
  539.956803     2.88000E-01     3.59900E-05    -2.00700E-07
  540.102619     2.88600E-01     3.52100E-05    -1.94500E-07
  540.248514     2.89300E-01     3.48300E-05    -1.88000E-07
  540.394488     2.90000E-01     3.36600E-05    -1.95500E-07
  540.540541     2.90600E-01     3.36700E-05    -1.74800E-07
  540.686672     2.91300E-01     3.32800E-05    -1.68400E-07
  540.832883     2.92000E-01     3.36600E-05    -1.48000E-07
  540.979172     2.92700E-01     3.32300E-05    -1.49500E-07
  541.125541     2.93500E-01     3.25000E-05    -1.55500E-07
  541.271989     2.94400E-01     3.01600E-05    -2.05500E-07
  541.418517     2.95200E-01     2.86600E-05    -2.25500E-07
  541.565123     2.96100E-01     2.71100E-05    -2.67700E-07
  541.711809     2.97000E-01     2.74900E-05    -2.47200E-07
  541.858575     2.97900E-01     2.78800E-05    -2.53600E-07
