   lamda     c0    c1      c2
  592.066311     4.50100E-01    -1.16900E-05     1.26300E-07
  592.241635     4.51200E-01    -1.15600E-05     2.66600E-07
  592.417062     4.52400E-01    -2.32800E-05     5.06100E-08
  592.592593     4.53600E-01    -2.73000E-05    -9.27600E-08
  592.768228     4.54800E-01    -2.73000E-05    -9.26600E-08
  592.943967     4.55900E-01    -1.96100E-05     4.72700E-08
  593.119810     4.57200E-01    -2.75500E-05    -3.15700E-08
  593.295758     4.58600E-01    -2.35300E-05     1.11800E-07
  593.471810     4.60000E-01    -3.12100E-05    -2.83300E-08
  593.647967     4.61500E-01    -3.12000E-05    -2.82300E-08
  593.824228     4.63000E-01    -3.12100E-05    -2.83800E-08
  594.000594     4.64300E-01    -2.71900E-05     1.15000E-07
  594.177065     4.65800E-01    -2.72000E-05     1.14900E-07
  594.353640     4.67300E-01    -2.71900E-05     1.15000E-07
  594.530321     4.68800E-01    -2.72000E-05     1.14800E-07
  594.707107     4.70300E-01    -2.71900E-05     1.15000E-07
  594.883998     4.71800E-01    -2.72000E-05     1.15000E-07
  595.060994     4.73200E-01    -2.72000E-05     1.14900E-07
  595.238095     4.74800E-01    -3.10700E-05     1.12100E-07
  595.415302     4.76600E-01    -3.48800E-05    -2.51500E-08
  595.592615     4.78100E-01    -3.87500E-05    -2.79100E-08
  595.770033     4.79800E-01    -3.51200E-05     3.60500E-08
  595.947557     4.81400E-01    -3.89900E-05     3.32900E-08
  596.125186     4.83100E-01    -4.28000E-05    -1.03900E-07
  596.302922     4.84500E-01    -4.26600E-05     3.66800E-08
  596.480763     4.86300E-01    -4.30400E-05    -4.26300E-08
  596.658711     4.87700E-01    -4.29100E-05     9.78300E-08
  596.836765     4.89300E-01    -4.69500E-05     2.17600E-08
  597.014925     4.90900E-01    -4.67100E-05    -3.95500E-08
  597.193192     4.92400E-01    -4.67100E-05    -3.95000E-08
  597.371565     4.93900E-01    -4.67100E-05    -3.96000E-08
  597.550045     4.95400E-01    -4.67100E-05    -3.95500E-08
  597.728631     4.96900E-01    -4.67100E-05    -3.95000E-08
  597.907324     4.98400E-01    -4.67200E-05    -3.95500E-08
  598.086124     4.99700E-01    -4.26900E-05     1.03800E-07
  598.265031     5.01100E-01    -4.64700E-05    -1.00900E-07
  598.444045     5.02200E-01    -4.63300E-05     3.96500E-08
  598.623167     5.03600E-01    -4.67100E-05    -3.95000E-08
  598.802395     5.04800E-01    -4.64700E-05    -1.00900E-07
  598.981731     5.05900E-01    -4.63300E-05     3.96500E-08
  599.161174     5.07000E-01    -4.63300E-05     3.97000E-08
  599.340725     5.08000E-01    -4.67200E-05    -3.96000E-08
  599.520384     5.09200E-01    -4.67100E-05    -3.95000E-08
  599.700150     5.10300E-01    -5.45300E-05    -3.20200E-07
  599.880024     5.11300E-01    -5.47800E-05    -2.59100E-07
  600.060006     5.12000E-01    -5.47700E-05    -2.58700E-07
  600.240096     5.12800E-01    -5.47700E-05    -2.58900E-07
  600.420294     5.13300E-01    -5.84500E-05    -2.56000E-07
  600.600601     5.13900E-01    -5.47700E-05    -2.58700E-07
  600.781015     5.14600E-01    -6.24600E-05    -3.99100E-07
  600.961538     5.15100E-01    -5.45300E-05    -3.20200E-07
  601.142170     5.15500E-01    -5.45300E-05    -3.20000E-07
  601.322910     5.15900E-01    -5.45200E-05    -3.20100E-07
  601.503759     5.16200E-01    -5.45300E-05    -3.20300E-07
  601.684717     5.16600E-01    -5.45300E-05    -3.20100E-07
  601.865784     5.16900E-01    -6.22000E-05    -4.60100E-07
  602.046960     5.17100E-01    -5.42900E-05    -3.81300E-07
  602.228245     5.17100E-01    -5.42900E-05    -3.81300E-07
  602.409639     5.17000E-01    -5.45200E-05    -3.19900E-07
  602.591142     5.16800E-01    -5.81900E-05    -3.16900E-07
  602.772755     5.16700E-01    -5.42900E-05    -3.81400E-07
  602.954477     5.16600E-01    -6.22100E-05    -4.60300E-07
  603.136309     5.16200E-01    -6.22200E-05    -4.60400E-07
  603.318250     5.15900E-01    -6.23500E-05    -6.00700E-07
  603.500302     5.15400E-01    -5.83400E-05    -4.57600E-07
  603.682463     5.14900E-01    -5.44200E-05    -5.21900E-07
  603.864734     5.14600E-01    -5.44300E-05    -5.22100E-07
  604.047116     5.14100E-01    -6.24800E-05    -7.41000E-07
  604.229607     5.13300E-01    -6.24900E-05    -7.41300E-07
  604.412209     5.12600E-01    -5.48000E-05    -6.01100E-07
  604.594921     5.11900E-01    -5.48000E-05    -6.01000E-07
  604.777744     5.11100E-01    -6.24800E-05    -7.41300E-07
  604.960678     5.10400E-01    -6.24800E-05    -7.41200E-07
  605.143722     5.09400E-01    -5.44200E-05    -5.21800E-07
  605.326877     5.08200E-01    -5.44300E-05    -5.21900E-07
  605.510142     5.07300E-01    -5.41800E-05    -5.83200E-07
  605.693519     5.06400E-01    -6.22400E-05    -8.02500E-07
  605.877007     5.05400E-01    -5.41800E-05    -5.83200E-07
  606.060606     5.04300E-01    -6.20000E-05    -8.63700E-07
  606.244316     5.02800E-01    -5.41900E-05    -5.83400E-07
  606.428138     5.01600E-01    -5.02800E-05    -6.47800E-07
  606.612072     5.00300E-01    -5.43200E-05    -7.23800E-07
  606.796117     4.99000E-01    -5.02700E-05    -6.47600E-07
  606.980273     4.97600E-01    -5.02700E-05    -6.47500E-07
  607.164542     4.96400E-01    -4.63700E-05    -7.12400E-07
  607.348922     4.95000E-01    -5.04100E-05    -7.88300E-07
  607.533414     4.93500E-01    -5.04100E-05    -7.88100E-07
  607.718019     4.92000E-01    -5.02700E-05    -6.47800E-07
  607.902736     4.90800E-01    -5.40400E-05    -8.52200E-07
  608.087565     4.89300E-01    -5.40500E-05    -8.52400E-07
  608.272506     4.87500E-01    -5.02600E-05    -6.47500E-07
  608.457560     4.86100E-01    -5.04100E-05    -7.88300E-07
  608.642727     4.84500E-01    -4.63600E-05    -7.12100E-07
  608.828006     4.83000E-01    -4.63700E-05    -7.12200E-07
  609.013398     4.81200E-01    -5.02700E-05    -6.47700E-07
  609.198903     4.79700E-01    -5.04100E-05    -7.88200E-07
  609.384522     4.78200E-01    -4.65000E-05    -8.52600E-07
  609.570253     4.76400E-01    -5.04000E-05    -7.88100E-07
  609.756098     4.75000E-01    -5.05400E-05    -9.28600E-07
  609.942056     4.73400E-01    -4.65000E-05    -8.52600E-07
  610.128127     4.71600E-01    -5.05400E-05    -9.28600E-07
  610.314312     4.70000E-01    -4.65000E-05    -8.52700E-07
  610.500611     4.68300E-01    -4.62500E-05    -9.13900E-07
  610.687023     4.66800E-01    -4.62600E-05    -9.14000E-07
  610.873549     4.65200E-01    -4.22100E-05    -8.37900E-07
  611.060189     4.63400E-01    -4.22100E-05    -8.37900E-07
  611.246944     4.61900E-01    -4.22100E-05    -8.37700E-07
  611.433812     4.60300E-01    -4.60100E-05    -9.75100E-07
  611.620795     4.58500E-01    -4.22100E-05    -8.37900E-07
  611.807892     4.57100E-01    -4.22100E-05    -8.38000E-07
  611.995104     4.55500E-01    -3.83300E-05    -8.35100E-07
  612.182430     4.54000E-01    -3.83300E-05    -8.35000E-07
  612.369871     4.52400E-01    -4.60100E-05    -9.75100E-07
  612.557427     4.51000E-01    -4.60100E-05    -9.75100E-07
  612.745098     4.49500E-01    -3.83400E-05    -8.35100E-07
  612.932884     4.48000E-01    -3.83300E-05    -8.35000E-07
  613.120785     4.46500E-01    -3.83300E-05    -8.35000E-07
  613.308801     4.45000E-01    -3.83300E-05    -8.35000E-07
  613.496933     4.43300E-01    -4.22100E-05    -8.37900E-07
  613.685180     4.41800E-01    -4.22100E-05    -8.38000E-07
  613.873542     4.40300E-01    -4.22000E-05    -8.37900E-07
  614.062020     4.38800E-01    -4.22100E-05    -8.37900E-07
  614.250614     4.37600E-01    -3.83300E-05    -8.35100E-07
  614.439324     4.36200E-01    -4.22100E-05    -8.38000E-07
  614.628150     4.34700E-01    -4.22000E-05    -8.38000E-07
  614.817092     4.33500E-01    -3.83300E-05    -8.34900E-07
  615.006150     4.32100E-01    -4.22100E-05    -8.37800E-07
  615.195325     4.30600E-01    -4.22100E-05    -8.38100E-07
  615.384615     4.29300E-01    -3.84000E-05    -7.00600E-07
  615.574023     4.28000E-01    -4.22100E-05    -8.37900E-07
  615.763547     4.26600E-01    -3.45200E-05    -6.97800E-07
  615.953188     4.25200E-01    -3.84000E-05    -7.00600E-07
  616.142945     4.24100E-01    -3.85400E-05    -8.41000E-07
  616.332820     4.22600E-01    -3.84000E-05    -7.00500E-07
  616.522811     4.21500E-01    -3.85400E-05    -8.41100E-07
  616.712920     4.20000E-01    -3.07200E-05    -5.60400E-07
  616.903146     4.18900E-01    -3.85400E-05    -8.41100E-07
  617.093490     4.17800E-01    -3.85400E-05    -8.41100E-07
  617.283951     4.16500E-01    -3.45300E-05    -6.97700E-07
  617.474529     4.15500E-01    -3.46700E-05    -8.38300E-07
  617.665225     4.14400E-01    -3.46600E-05    -8.38100E-07
  617.856040     4.13000E-01    -3.08600E-05    -7.01000E-07
  618.046972     4.11700E-01    -2.68500E-05    -5.57600E-07
  618.238022     4.10600E-01    -2.68400E-05    -5.57700E-07
  618.429190     4.09500E-01    -2.68400E-05    -5.57600E-07
  618.620476     4.08400E-01    -2.68500E-05    -5.57700E-07
  618.811881     4.07300E-01    -2.68400E-05    -5.57600E-07
  619.003405     4.06200E-01    -2.68500E-05    -5.57700E-07
  619.195046     4.05000E-01    -2.68500E-05    -5.57600E-07
  619.386807     4.04200E-01    -3.45300E-05    -6.97800E-07
  619.578686     4.03200E-01    -2.68500E-05    -5.57700E-07
  619.770685     4.02300E-01    -3.06500E-05    -6.95000E-07
  619.962802     4.01300E-01    -2.68400E-05    -5.57600E-07
  620.155039     4.00200E-01    -2.68400E-05    -5.57600E-07
  620.347395     3.99500E-01    -2.68500E-05    -5.57700E-07
  620.539870     3.98300E-01    -2.68500E-05    -5.57700E-07
  620.732464     3.97600E-01    -2.68500E-05    -5.57700E-07
  620.925179     3.96700E-01    -3.06500E-05    -6.95100E-07
  621.118012     3.95700E-01    -2.68400E-05    -5.57600E-07
  621.310966     3.94600E-01    -2.68400E-05    -5.57700E-07
  621.504040     3.93700E-01    -3.06500E-05    -6.95000E-07
  621.697233     3.92800E-01    -2.68500E-05    -5.57600E-07
  621.890547     3.91600E-01    -2.68400E-05    -5.57500E-07
  622.083981     3.90800E-01    -3.45300E-05    -6.97800E-07
  622.277536     3.89800E-01    -2.68500E-05    -5.57700E-07
  622.471211     3.88900E-01    -2.70900E-05    -4.96300E-07
  622.665006     3.88100E-01    -3.47700E-05    -6.36500E-07
  622.858922     3.87000E-01    -2.70900E-05    -4.96300E-07
  623.052960     3.86300E-01    -2.70900E-05    -4.96400E-07
  623.247117     3.85300E-01    -3.11300E-05    -5.72400E-07
  623.441397     3.84400E-01    -2.70900E-05    -4.96300E-07
  623.635797     3.83700E-01    -2.70900E-05    -4.96300E-07
  623.830318     3.82600E-01    -2.70900E-05    -4.96300E-07
  624.024961     3.81800E-01    -2.70900E-05    -4.96300E-07
  624.219725     3.81100E-01    -2.70900E-05    -4.96400E-07
  624.414611     3.80000E-01    -2.70900E-05    -4.96300E-07
  624.609619     3.79200E-01    -2.70900E-05    -4.96400E-07
  624.804749     3.78100E-01    -2.70900E-05    -4.96300E-07
  625.000000     3.77400E-01    -2.70800E-05    -4.96300E-07
  625.195374     3.76200E-01    -2.70900E-05    -4.96300E-07
  625.390869     3.75100E-01    -2.70900E-05    -4.96300E-07
  625.586487     3.74000E-01    -2.70900E-05    -4.96400E-07
  625.782228     3.73200E-01    -3.01600E-05    -5.52400E-07
  625.978091     3.72100E-01    -2.74900E-05    -5.04000E-07
  626.174076     3.71100E-01    -2.70900E-05    -4.96400E-07
  626.370185     3.70200E-01    -2.70900E-05    -4.96400E-07
  626.566416     3.69200E-01    -2.63200E-05    -4.82500E-07
  626.762770     3.68300E-01    -2.70900E-05    -4.96400E-07
  626.959248     3.67400E-01    -2.66900E-05    -4.88800E-07
  627.155848     3.66400E-01    -2.55100E-05    -4.67200E-07
  627.352572     3.65300E-01    -2.39300E-05    -4.37800E-07
  627.549420     3.64300E-01    -2.27600E-05    -4.16200E-07
  627.746390     3.63200E-01    -2.30800E-05    -4.21400E-07
  627.943485     3.62200E-01    -2.26800E-05    -4.13900E-07
  628.140704     3.61100E-01    -2.19100E-05    -3.99800E-07
  628.338046     3.59900E-01    -2.15900E-05    -3.94700E-07
  628.535512     3.58800E-01    -2.08600E-05    -3.81900E-07
  628.733103     3.57700E-01    -2.05000E-05    -3.75400E-07
  628.930818     3.56600E-01    -1.90000E-05    -3.48600E-07
  629.128657     3.55500E-01    -1.82300E-05    -3.34600E-07
  629.326621     3.54500E-01    -1.77900E-05    -3.25900E-07
  629.524709     3.53400E-01    -1.73800E-05    -3.18200E-07
  629.722922     3.52400E-01    -1.58000E-05    -2.88900E-07
  629.921260     3.51300E-01    -1.50000E-05    -2.73800E-07
  630.119723     3.50300E-01    -1.38200E-05    -2.65700E-07
  630.318311     3.49300E-01    -1.30500E-05    -2.51600E-07
  630.517024     3.48200E-01    -1.22700E-05    -2.51000E-07
  630.715863     3.47200E-01    -1.15000E-05    -2.50400E-07
  630.914826     3.46200E-01    -1.07200E-05    -2.49900E-07
  631.113916     3.45200E-01    -9.54200E-06    -2.41700E-07
  631.313131     3.44100E-01    -7.95600E-06    -2.26000E-07
  631.512472     3.43100E-01    -6.77900E-06    -2.17900E-07
  631.711939     3.42100E-01    -5.58200E-06    -2.02300E-07
  631.911532     3.41000E-01    -3.99600E-06    -1.86400E-07
  632.111252     3.40000E-01    -2.45000E-06    -1.78700E-07
  632.311097     3.38900E-01    -1.33500E-06    -1.65500E-07
  632.511069     3.37800E-01    -6.02400E-07    -1.66200E-07
  632.711167     3.36700E-01    -2.35600E-07    -1.66600E-07
  632.911392     3.35600E-01    -2.69800E-07    -1.81200E-07
  633.111744     3.34500E-01     8.91900E-07    -1.73600E-07
  633.312223     3.33400E-01     2.47200E-06    -1.57900E-07
  633.512829     3.32300E-01     4.06700E-06    -1.28100E-07
  633.713561     3.31200E-01     4.85100E-06    -1.34200E-07
  633.914422     3.30000E-01     6.43100E-06    -1.18600E-07
  634.115409     3.28900E-01     8.01000E-06    -8.25900E-08
  634.316524     3.27700E-01     9.54600E-06    -5.45200E-08
  634.517766     3.26500E-01     9.50600E-06    -6.25000E-08
  634.719137     3.25300E-01     1.10400E-05    -3.44900E-08
  634.920635     3.24200E-01     1.25800E-05    -6.36500E-09
  635.122261     3.23000E-01     1.45100E-05     1.51300E-08
  635.324015     3.21900E-01     1.52900E-05     2.29600E-09
  635.525898     3.20800E-01     1.68500E-05     1.74800E-08
  635.727908     3.19600E-01     1.64600E-05    -1.70600E-08
  635.930048     3.18500E-01     1.64800E-05    -4.40300E-08
  636.132316     3.17300E-01     1.76500E-05    -2.23300E-08
  636.334712     3.16100E-01     1.84200E-05    -8.45200E-09
  636.537237     3.14900E-01     2.03100E-05     2.60900E-08
  636.739892     3.13600E-01     2.10800E-05     4.01700E-08
  636.942675     3.12400E-01     2.26200E-05     6.81900E-08
  637.145588     3.11200E-01     2.38000E-05     6.96000E-08
  637.348630     3.10000E-01     2.57400E-05     7.76900E-08
  637.551801     3.08800E-01     2.65000E-05     5.75500E-08
  637.755102     3.07600E-01     2.72900E-05     3.11000E-08
  637.958533     3.06400E-01     2.80600E-05     1.08500E-08
  638.162093     3.05200E-01     2.88100E-05     1.09600E-08
  638.365784     3.04100E-01     2.88300E-05    -9.15600E-09
  638.569604     3.02900E-01     2.80000E-05    -4.51800E-08
  638.773555     3.01700E-01     2.87800E-05    -5.14400E-08
  638.977636     3.00500E-01     2.87600E-05    -7.95100E-08
  639.181847     2.99300E-01     3.02900E-05    -5.14200E-08
  639.386189     2.98000E-01     3.10300E-05    -3.13300E-08
  639.590662     2.96700E-01     3.25700E-05    -3.33900E-09
  639.795266     2.95400E-01     3.25500E-05     2.84300E-09
  640.000000     2.94200E-01     3.41200E-05     3.89000E-08
  640.204866     2.93000E-01     3.29600E-05    -9.75600E-09
  640.409862     2.91800E-01     3.22200E-05    -3.65700E-08
  640.614990     2.90700E-01     3.33700E-05    -4.31200E-08
  640.820250     2.89500E-01     3.49300E-05    -2.79100E-08
  641.025641     2.88400E-01     3.64500E-05    -2.07100E-08
  641.231164     2.87200E-01     3.76200E-05     2.78900E-08
  641.436818     2.86100E-01     3.88000E-05     6.33900E-08
  641.642605     2.85000E-01     3.99700E-05     1.26100E-07
  641.848524     2.83800E-01     4.03900E-05     1.47800E-07
  642.054575     2.82700E-01     4.11800E-05     1.75800E-07
  642.260758     2.81600E-01     3.99900E-05     1.40200E-07
  642.467074     2.80600E-01     3.91900E-05     9.80100E-08
  642.673522     2.79500E-01     3.99500E-05     9.79600E-08
  642.880103     2.78400E-01     3.98900E-05     7.60200E-08
  643.086817     2.77400E-01     4.10500E-05     8.35600E-08
  643.293664     2.76400E-01     4.14300E-05     6.30000E-08
  643.500644     2.75400E-01     4.29900E-05     7.81600E-08
  643.707757     2.74400E-01     4.26200E-05     5.78100E-08
  643.915003     2.73400E-01     4.30100E-05     5.13100E-08
  644.122383     2.72400E-01     4.26300E-05     3.08300E-08
  644.329897     2.71300E-01     4.22300E-05     6.42000E-08
  644.537544     2.70300E-01     4.18400E-05     7.07000E-08
  644.745326     2.69200E-01     4.33600E-05     1.25600E-07
  644.953241     2.68200E-01     4.45200E-05     1.74200E-07
  645.161290     2.67200E-01     4.44800E-05     1.66200E-07
  645.369474     2.66300E-01     4.40800E-05     1.38300E-07
  645.577792     2.65400E-01     4.44400E-05     1.24100E-07
  645.786245     2.64500E-01     4.40400E-05     9.62900E-08
  645.994832     2.63600E-01     4.36300E-05     6.79300E-08
  646.203554     2.62600E-01     4.48000E-05     8.95600E-08
  646.412411     2.61700E-01     4.52000E-05     9.70400E-08
  646.621403     2.60700E-01     4.64100E-05     1.26700E-07
  646.830530     2.59700E-01     4.60300E-05     1.26300E-07
  647.039793     2.58700E-01     4.52800E-05     1.19600E-07
  647.249191     2.57700E-01     4.52700E-05     1.39900E-07
  647.458725     2.56800E-01     4.36900E-05     1.03900E-07
  647.668394     2.55900E-01     4.36500E-05     1.16200E-07
  647.878199     2.55000E-01     4.47700E-05     1.56800E-07
  648.088140     2.54100E-01     4.47300E-05     1.48900E-07
  648.298217     2.53300E-01     4.43100E-05     1.20500E-07
  648.508431     2.52500E-01     4.43400E-05     1.14400E-07
  648.718780     2.51700E-01     4.46900E-05     1.06700E-07
  648.929267     2.50900E-01     4.42700E-05     7.83400E-08
  649.139890     2.50000E-01     4.46700E-05     9.27100E-08
  649.350649     2.49100E-01     4.62700E-05     1.22500E-07
  649.561546     2.48200E-01     4.70900E-05     1.58500E-07
  649.772580     2.47300E-01     4.79000E-05     1.80400E-07
  649.983750     2.46400E-01     4.87400E-05     2.10200E-07
  650.195059     2.45600E-01     4.87300E-05     1.96200E-07
  650.406504     2.44800E-01     4.79300E-05     1.54000E-07
  650.618087     2.44000E-01     4.83000E-05     1.60500E-07
  650.829808     2.43200E-01     4.79000E-05     1.25900E-07
  651.041667     2.42400E-01     4.82500E-05     1.18400E-07
  651.253663     2.41600E-01     4.78400E-05     1.24200E-07
  651.465798     2.40700E-01     4.81900E-05     1.50700E-07
  651.678071     2.39800E-01     4.77700E-05     1.42500E-07
  651.890482     2.39000E-01     4.73500E-05     1.55100E-07
  652.103032     2.38100E-01     4.73300E-05     1.61300E-07
  652.315721     2.37200E-01     4.81500E-05     1.63000E-07
  652.528548     2.36400E-01     4.93400E-05     1.78400E-07
  652.741514     2.35500E-01     5.05400E-05     2.00700E-07
  652.954620     2.34600E-01     5.13300E-05     2.08700E-07
  653.167864     2.33700E-01     5.13200E-05     1.94600E-07
  653.381248     2.32800E-01     5.13300E-05     2.08600E-07
  653.594771     2.32000E-01     5.13300E-05     2.08600E-07
  653.808434     2.31100E-01     5.09400E-05     2.15100E-07
  654.022237     2.30200E-01     5.05600E-05     1.94600E-07
  654.236179     2.29400E-01     5.05600E-05     1.87800E-07
  654.450262     2.28500E-01     5.05700E-05     1.67600E-07
  654.664484     2.27700E-01     5.13500E-05     1.75000E-07
  654.878847     2.26900E-01     5.21300E-05     1.68800E-07
  655.093351     2.26000E-01     5.25100E-05     1.62300E-07
  655.307995     2.25100E-01     5.29000E-05     1.62600E-07
  655.522779     2.24300E-01     5.32900E-05     1.62900E-07
  655.737705     2.23400E-01     5.33100E-05     1.63600E-07
  655.952771     2.22500E-01     5.32900E-05     1.56200E-07
  656.167979     2.21600E-01     5.32700E-05     1.62300E-07
  656.383328     2.20700E-01     5.32200E-05     1.74500E-07
  656.598818     2.19800E-01     5.32100E-05     1.94700E-07
  656.814450     2.19000E-01     5.24100E-05     1.72900E-07
  657.030223     2.18000E-01     5.24000E-05     1.93000E-07
  657.246139     2.17200E-01     5.27900E-05     1.86600E-07
  657.462196     2.16300E-01     5.24000E-05     1.52100E-07
  657.678395     2.15400E-01     5.31700E-05     1.59300E-07
  657.894737     2.14600E-01     5.35600E-05     1.52900E-07
  658.111221     2.13700E-01     5.35800E-05     1.46700E-07
  658.327847     2.12900E-01     5.28300E-05     1.53600E-07
  658.544616     2.12100E-01     5.28600E-05     1.68200E-07
  658.761528     2.11300E-01     5.36300E-05     1.82200E-07
  658.978583     2.10500E-01     5.44300E-05     2.10900E-07
  659.195781     2.09700E-01     5.48100E-05     2.24600E-07
  659.413122     2.08900E-01     5.52100E-05     2.38900E-07
  659.630607     2.08100E-01     5.44400E-05     2.24900E-07
  659.848235     2.07300E-01     5.44200E-05     2.31000E-07
  660.066007     2.06500E-01     5.36500E-05     2.17100E-07
  660.283922     2.05700E-01     5.40400E-05     2.10500E-07
  660.501982     2.04900E-01     5.44300E-05     2.04200E-07
  660.720185     2.04100E-01     5.48300E-05     1.97600E-07
  660.938533     2.03400E-01     5.48400E-05     1.70800E-07
  661.157025     2.02600E-01     5.48100E-05     1.76900E-07
  661.375661     2.01800E-01     5.56200E-05     1.98800E-07
  661.594443     2.01000E-01     5.56200E-05     1.98800E-07
  661.813369     2.00200E-01     5.48500E-05     1.84900E-07
  662.032440     1.99400E-01     5.40600E-05     1.76900E-07
  662.251656     1.98600E-01     5.40200E-05     1.69000E-07
  662.471017     1.97800E-01     5.28100E-05     1.39500E-07
  662.690524     1.96900E-01     5.27900E-05     1.45600E-07
  662.910176     1.96100E-01     5.31100E-05     1.37400E-07
  663.129973     1.95300E-01     5.42900E-05     1.65800E-07
  663.349917     1.94500E-01     5.50700E-05     1.93700E-07
  663.570007     1.93600E-01     5.66800E-05     2.37600E-07
  663.790242     1.92800E-01     5.59100E-05     2.23600E-07
  664.010624     1.92000E-01     5.59900E-05     2.39400E-07
  664.231152     1.91100E-01     5.55800E-05     2.31900E-07
  664.451827     1.90200E-01     5.51700E-05     2.03500E-07
  664.672649     1.89300E-01     5.51500E-05     1.89500E-07
  664.893617     1.88500E-01     5.47700E-05     1.75700E-07
  665.114732     1.87600E-01     5.59100E-05     1.89400E-07
  665.335995     1.86600E-01     5.62700E-05     2.09300E-07
  665.557404     1.85700E-01     5.58800E-05     2.08900E-07
  665.778961     1.84800E-01     5.62700E-05     2.36800E-07
  666.000666     1.83800E-01     5.58800E-05     2.36500E-07
  666.222518     1.82900E-01     5.55200E-05     2.36800E-07
  666.444518     1.82000E-01     5.55000E-05     2.29500E-07
  666.666667     1.81000E-01     5.55200E-05     2.23400E-07
  666.888963     1.80100E-01     5.62800E-05     2.30100E-07
  667.111408     1.79200E-01     5.62700E-05     2.30000E-07
  667.334001     1.78300E-01     5.66600E-05     2.23500E-07
  667.556742     1.77400E-01     5.70900E-05     2.25100E-07
  667.779633     1.76400E-01     5.66800E-05     1.96700E-07
  668.002672     1.75600E-01     5.70700E-05     1.90300E-07
  668.225860     1.74600E-01     5.70800E-05     2.04300E-07
  668.449198     1.73700E-01     5.70900E-05     2.04300E-07
  668.672685     1.72800E-01     5.74600E-05     2.24700E-07
  668.896321     1.71900E-01     5.82300E-05     2.38800E-07
  669.120107     1.71000E-01     5.89600E-05     2.44800E-07
  669.344043     1.70100E-01     5.89200E-05     2.36900E-07
  669.568129     1.69200E-01     5.89000E-05     2.43100E-07
  669.792364     1.68400E-01     5.80900E-05     2.21100E-07
  670.016750     1.67500E-01     5.80500E-05     2.13200E-07
  670.241287     1.66600E-01     5.84600E-05     2.27600E-07
  670.465974     1.65800E-01     5.88800E-05     2.29000E-07
  670.690812     1.64900E-01     5.88800E-05     2.28900E-07
  670.915800     1.64100E-01     5.93100E-05     2.37200E-07
  671.140940     1.63200E-01     6.08500E-05     2.65300E-07
  671.366230     1.62300E-01     6.16100E-05     2.79200E-07
  671.591672     1.61400E-01     6.16100E-05     2.79200E-07
  671.817266     1.60500E-01     6.16300E-05     2.93300E-07
  672.043011     1.59600E-01     6.19900E-05     2.99700E-07
  672.268908     1.58800E-01     6.16100E-05     2.79200E-07
  672.494956     1.58000E-01     6.23900E-05     2.73100E-07
  672.721157     1.57100E-01     6.27800E-05     2.73400E-07
  672.947510     1.56300E-01     6.35600E-05     2.67200E-07
  673.174015     1.55500E-01     6.35600E-05     2.67100E-07
  673.400673     1.54700E-01     6.35700E-05     2.81200E-07
  673.627484     1.53900E-01     6.43400E-05     2.95200E-07
  673.854447     1.53000E-01     6.51100E-05     3.09300E-07
  674.081564     1.52300E-01     6.50800E-05     3.15400E-07
  674.308833     1.51600E-01     6.50900E-05     3.15400E-07
  674.536256     1.50900E-01     6.51000E-05     3.29500E-07
  674.763833     1.50200E-01     6.47200E-05     3.15700E-07
  674.991563     1.49500E-01     6.47200E-05     3.15700E-07
  675.219446     1.48700E-01     6.39500E-05     3.01700E-07
  675.447484     1.47900E-01     6.47500E-05     3.23600E-07
  675.675676     1.47200E-01     6.47800E-05     3.17500E-07
  675.904022     1.46500E-01     6.55500E-05     3.31500E-07
  676.132522     1.45700E-01     6.63400E-05     3.39400E-07
  676.361177     1.44900E-01     6.67200E-05     3.53100E-07
  676.589986     1.44200E-01     6.70900E-05     3.52800E-07
  676.818951     1.43400E-01     6.62800E-05     3.30900E-07
  677.048070     1.42700E-01     6.58900E-05     3.30600E-07
  677.277345     1.42000E-01     6.54900E-05     3.22900E-07
  677.506775     1.41300E-01     6.47400E-05     3.02800E-07
  677.736361     1.40600E-01     6.55100E-05     3.23600E-07
  677.966102     1.39900E-01     6.59000E-05     3.23900E-07
  678.195999     1.39200E-01     6.55300E-05     3.17500E-07
  678.426052     1.38600E-01     6.51500E-05     3.17200E-07
  678.656261     1.38000E-01     6.59400E-05     3.25100E-07
  678.886626     1.37400E-01     6.55500E-05     3.24800E-07
  679.117148     1.36800E-01     6.55500E-05     3.24800E-07
  679.347826     1.36200E-01     6.59500E-05     3.39100E-07
  679.578661     1.35600E-01     6.63400E-05     3.39400E-07
  679.809653     1.35100E-01     6.59600E-05     3.25700E-07
  680.040802     1.34500E-01     6.59600E-05     3.25600E-07
  680.272109     1.34000E-01     6.59600E-05     3.25700E-07
  680.503573     1.33500E-01     6.55700E-05     3.32100E-07
  680.735194     1.32900E-01     6.55600E-05     3.32100E-07
  680.966973     1.32400E-01     6.55800E-05     3.46100E-07
  681.198910     1.31900E-01     6.52100E-05     3.25700E-07
  681.431005     1.31400E-01     6.52000E-05     3.25700E-07
  681.663258     1.30900E-01     6.56000E-05     3.19300E-07
  681.895670     1.30500E-01     6.59900E-05     3.12800E-07
  682.128240     1.30000E-01     6.59900E-05     3.12800E-07
  682.360969     1.29600E-01     6.52200E-05     2.98800E-07
  682.593857     1.29200E-01     6.52200E-05     2.98800E-07
  682.826903     1.28800E-01     6.44300E-05     2.90900E-07
  683.060109     1.28300E-01     6.44300E-05     2.90900E-07
