00 60.000000000000000
01 52.500000000000000
02 45.000000000000000
03 37.500000000000000
04 30.000000000000000
05 22.500000000000000
06 15.000000000000000
07 13.008833331227303
08 11.017666662454605
09  9.026499993681908
10  7.035333324909210
11  5.044166656136513
12  3.052999987363815
13  2.822999989469846
14  2.592999991575877
15  2.362999993681908
16  2.132999995787939
17  1.902999997893969
18  1.673000000000000
19  1.443000002106031
20  1.213000004212061
21  0.983000006318092
22  0.753000008424123
23  0.523000010530154
24  0.293000012636185
