usa pressure/temperature
46
  9.0000E+01  1.7700E+02  1.6500E+02  1.9950E+02  1.6160E+02  2.0230E+02  1.8690E+02
  8.5000E+01  1.7710E+02  1.6510E+02  1.9980E+02  1.6170E+02  2.1310E+02  1.8890E+02
  8.0000E+01  1.8480E+02  1.7410E+02  2.1010E+02  1.7060E+02  2.2390E+02  1.9860E+02
  7.5000E+01  2.0180E+02  1.9610E+02  2.2040E+02  1.9360E+02  2.3470E+02  2.0840E+02
  7.0000E+01  2.1890E+02  2.1810E+02  2.3070E+02  2.1660E+02  2.4540E+02  2.1960E+02
  6.5000E+01  2.3600E+02  2.4010E+02  2.4090E+02  2.3970E+02  2.4840E+02  2.3330E+02
  6.0000E+01  2.5310E+02  2.5710E+02  2.5080E+02  2.6270E+02  2.5090E+02  2.4700E+02
  5.5000E+01  2.6340E+02  2.6930E+02  2.6060E+02  2.7400E+02  2.5910E+02  2.6080E+02
  5.0000E+01  2.7020E+02  2.7570E+02  2.6570E+02  2.7720E+02  2.5930E+02  2.7070E+02
  4.7500E+01  2.6960E+02  2.7520E+02  2.6510E+02  2.7620E+02  2.5320E+02  2.7060E+02
  4.5000E+01  2.6480E+02  2.6990E+02  2.5850E+02  2.7360E+02  2.4700E+02  2.6420E+02
  4.2500E+01  2.5940E+02  2.6370E+02  2.5080E+02  2.6950E+02  2.4080E+02  2.5730E+02
  4.0000E+01  2.5400E+02  2.5750E+02  2.4320E+02  2.6210E+02  2.3470E+02  2.5040E+02
  3.7500E+01  2.4850E+02  2.5130E+02  2.3550E+02  2.5460E+02  2.2850E+02  2.4290E+02
  3.5000E+01  2.4310E+02  2.4520E+02  2.2790E+02  2.4720E+02  2.2230E+02  2.3650E+02
  3.2500E+01  2.3770E+02  2.3900E+02  2.2040E+02  2.4000E+02  2.1850E+02  2.3000E+02
  3.0000E+01  2.3230E+02  2.3370E+02  2.1740E+02  2.3510E+02  2.1600E+02  2.2650E+02
  2.7500E+01  2.2700E+02  2.2845E+02  2.1550E+02  2.3100E+02  2.1360E+02  2.2400E+02
  2.5000E+01  2.2140E+02  2.2510E+02  2.1520E+02  2.2810E+02  2.1120E+02  2.2160E+02
  2.4000E+01  2.1920E+02  2.2390E+02  2.1520E+02  2.2660E+02  2.1180E+02  2.2060E+02
  2.3000E+01  2.1700E+02  2.2280E+02  2.1520E+02  2.2520E+02  2.1240E+02  2.1960E+02
  2.2000E+01  2.1460E+02  2.2160E+02  2.1520E+02  2.2520E+02  2.1300E+02  2.1860E+02
  2.1000E+01  2.1070E+02  2.2040E+02  2.1520E+02  2.2520E+02  2.1360E+02  2.1760E+02
  2.0000E+01  2.0670E+02  2.1920E+02  2.1520E+02  2.2520E+02  2.1420E+02  2.1670E+02
  1.9000E+01  2.0270E+02  2.1790E+02  2.1520E+02  2.2520E+02  2.1480E+02  2.1670E+02
  1.8000E+01  1.9880E+02  2.1680E+02  2.1570E+02  2.2520E+02  2.1540E+02  2.1670E+02
  1.7000E+01  1.9480E+02  2.1570E+02  2.1620E+02  2.2520E+02  2.1600E+02  2.1670E+02
  1.6000E+01  1.9700E+02  2.1570E+02  2.1670E+02  2.2520E+02  2.1660E+02  2.1670E+02
  1.5000E+01  2.0370E+02  2.1570E+02  2.1720E+02  2.2520E+02  2.1720E+02  2.1670E+02
  1.4000E+01  2.1030E+02  2.1570E+02  2.1770E+02  2.2520E+02  2.1720E+02  2.1670E+02
  1.3000E+01  2.1700E+02  2.1580E+02  2.1820E+02  2.2520E+02  2.1720E+02  2.1670E+02
  1.2000E+01  2.2360E+02  2.2230E+02  2.1870E+02  2.2520E+02  2.1720E+02  2.1670E+02
  1.1000E+01  2.3010E+02  2.2880E+02  2.1920E+02  2.2520E+02  2.1720E+02  2.1680E+02
  1.0000E+01  2.3700E+02  2.3530E+02  2.1970E+02  2.2520E+02  2.1720E+02  2.2330E+02
  9.0000E+00  2.4360E+02  2.4170E+02  2.2570E+02  2.3220E+02  2.1720E+02  2.2970E+02
  8.0000E+00  2.5030E+02  2.4820E+02  2.3170E+02  2.3920E+02  2.2060E+02  2.3620E+02
  7.0000E+00  2.5700E+02  2.5470E+02  2.3770E+02  2.4610E+02  2.2730E+02  2.4270E+02
  6.0000E+00  2.6360E+02  2.6120E+02  2.4370E+02  2.5310E+02  2.3410E+02  2.4920E+02
  5.0000E+00  2.7030E+02  2.6720E+02  2.4970E+02  2.6010E+02  2.4090E+02  2.5570E+02
  4.0000E+00  2.7700E+02  2.7320E+02  2.5570E+02  2.6550E+02  2.4770E+02  2.6220E+02
  3.0000E+00  2.8370E+02  2.7920E+02  2.6170E+02  2.7090E+02  2.5270E+02  2.6870E+02
  2.0000E+00  2.8770E+02  2.8520E+02  2.6520E+02  2.7630E+02  2.5590E+02  2.7520E+02
  1.0000E+00  2.9370E+02  2.8970E+02  2.6870E+02  2.8170E+02  2.5910E+02  2.8170E+02
  0.0000E+00  2.9970E+02  2.9420E+02  2.7220E+02  2.8720E+02  2.5720E+02  2.8820E+02

