00 60.000000000000000
01 52.500000000000000
02 45.000000000000000
03 37.500000000000000
04 30.000000000000000
05 22.500000000000000
06 15.000000000000000
07 13.057666666666666
08 11.115333333333332
09  9.173000000000000
10  7.230666666666666
11  5.288333333333333
12  3.346000000000000
13  3.067166666666667
14  2.788333333333333
15  2.509500000000000
16  2.230666666666667
17  1.951833333333333
18  1.673000000000000
19  1.394166666666667
20  1.115333333333333
21  0.836500000000000
22  0.557666666666667
23  0.278833333333333
24  0.000000000000000
