      Inputs used to create aerosol file (all wvls in nm):
      Aerosols interpolated: T
      Aerosol RefWavelength:  500.000
      Band Lo Wvl  :  340.000   Aero Lo Wvl  :  320.000
      Band Hi Wvl  :  460.000   Aero Hi Wvl  :  480.000
      Band Res     :    1.000   Aero Res     :   20.000
      Band Num Wvls:      121   Aero Num Wvls:        9
      PSD Index      :         4
      PSD parameter 1:   0.80132
      PSD parameter 2:   1.49200
      PSD parameter 3:   0.00000
   ------------------------------------------------------------------------------------------------------------------------------------
      Wvl idx       Wvl (um)
        Ref#   0.50000000000E+00
         Ext Coeff           Scat Coeff              SSA
      0.10681840275E+04   0.10477198007E+04   0.98084204006E+00
                 ----------------Particle Size Distribution Characteristics----------------
        RadiusSEsphere      RadiusVEsphere      ProjectedArea     Particle Volume     (Entry not set) 
      0.10908871165E+02   0.10908871165E+02   0.43877052517E+03   0.87904659354E+04   0.00000000000E+00
   ------------------------------------------------------------------------------------------------------------------------------------
      Wvl idx       Wvl (um)
        0001   0.32000000000E+00
         Ext Coeff           Scat Coeff              SSA               Asym Par       Num of Expan Coeffs
      0.29419355145E+04   0.28646980494E+04   0.97374603738E+00   0.96897955982E+00          228
       Moment                                             Expan Coeffs (a1,a2,a3,a4,b1,b2)
        0000   0.10000000000E+01   0.00000000000E+00   0.00000000000E+00   0.99564934184E+00   0.00000000000E+00   0.00000000000E+00
        0001   0.29063600951E+01   0.00000000000E+00   0.00000000000E+00   0.29073409229E+01   0.00000000000E+00   0.00000000000E+00
        0002   0.46453730673E+01   0.48623693201E+01   0.48555711421E+01   0.46451329587E+01   0.10109765146E-01   0.64116966759E-02
        0003   0.61922508426E+01   0.63878431597E+01   0.63839420089E+01   0.61908361440E+01  -0.16002131309E-02   0.62511591664E-02
        0004   0.75294882237E+01   0.77384357067E+01   0.77364141455E+01   0.75278000914E+01  -0.90461823097E-02   0.10183962513E-02
        0005   0.86434721766E+01   0.88554202705E+01   0.88548769313E+01   0.86431721445E+01  -0.99607312270E-02  -0.21427860220E-02
        0006   0.95647502153E+01   0.97687288939E+01   0.97672208561E+01   0.95639981110E+01  -0.14332357121E-01   0.89851988659E-04
        0007   0.10312547555E+02   0.10505589397E+02   0.10503991666E+02   0.10311584597E+02  -0.25299489216E-01  -0.40084004724E-02
        0008   0.10899256861E+02   0.11085820653E+02   0.11084522087E+02   0.10898489540E+02  -0.28625820378E-01  -0.93220770513E-02
        0009   0.11340534849E+02   0.11515147974E+02   0.11514206487E+02   0.11340316603E+02  -0.32171429486E-01  -0.11105767163E-01
        0010   0.11663848500E+02   0.11827686626E+02   0.11826209753E+02   0.11663265336E+02  -0.37576535266E-01  -0.13427242076E-01
        0011   0.11879719772E+02   0.12032276038E+02   0.12031088858E+02   0.11879499937E+02  -0.42271804416E-01  -0.18768471723E-01
        0012   0.12003545399E+02   0.12146912588E+02   0.12145548298E+02   0.12003271580E+02  -0.43711153726E-01  -0.22052286778E-01
        0013   0.12047564411E+02   0.12179800947E+02   0.12178631330E+02   0.12047619114E+02  -0.47163456987E-01  -0.25547821568E-01
        0014   0.12026078672E+02   0.12150040309E+02   0.12148543642E+02   0.12025913515E+02  -0.49003975482E-01  -0.29594305538E-01
        0015   0.11945212411E+02   0.12059551333E+02   0.12058393752E+02   0.11945493723E+02  -0.50761316249E-01  -0.33993820432E-01
        0016   0.11816128289E+02   0.11923424957E+02   0.11921883314E+02   0.11816129881E+02  -0.51350530163E-01  -0.37468705222E-01
        0017   0.11644580938E+02   0.11743223415E+02   0.11741996764E+02   0.11644980070E+02  -0.52673079144E-01  -0.41665650570E-01
        0018   0.11438500418E+02   0.11531414963E+02   0.11529875516E+02   0.11438672366E+02  -0.52558832575E-01  -0.45323744577E-01
