NMMB/CMAQ+GDAS+RAQMS True Full State Vector Data
Data_Size = 75 x 9
surfaceTemperature = 288.15
ZSUR = 5.0000
latitude = 39.4101
longitude = -76.297
YYYYMMDD = 20110730
UTCSEC = 64567.0
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     TATM       H2O        O3         NO2        HCHO       SO2        CO
-     hPa          K          VMR        VMR        VMR        VMR        VMR        VMR
 40     92.6610718 2.1665E+02 3.9313E-06 5.6279E-07 5.8286E-11 1.9563E-11 7.1761E-13 4.4911E-08
 41     86.6602631 2.1665E+02 2.7720E-06 6.7106E-07 6.6074E-11 1.6323E-11 5.3264E-13 4.0997E-08
 42     80.8107910 2.1665E+02 2.5279E-06 8.1376E-07 7.6718E-11 1.5292E-11 4.2446E-13 3.7055E-08
 43     74.9613266 2.1665E+02 2.2839E-06 9.5645E-07 8.7362E-11 1.4261E-11 3.1629E-13 3.3113E-08
 44     69.2126617 2.1665E+02 2.3688E-06 1.1258E-06 1.0622E-10 1.4720E-11 2.4958E-13 3.0170E-08
 45     63.4640045 2.1665E+02 2.4537E-06 1.2951E-06 1.2508E-10 1.5179E-11 1.8287E-13 2.7227E-08
 46     57.8036194 2.1665E+02 3.3460E-06 1.6331E-06 1.5864E-10 1.6251E-11 1.0913E-13 2.4118E-08
 47     52.1432343 2.1696E+02 4.2382E-06 1.9711E-06 1.9221E-10 1.7323E-11 3.5393E-14 2.1008E-08
 48     50.1888733 2.1720E+02 3.2471E-06 2.0961E-06 2.1513E-10 1.8249E-11 2.0809E-14 2.0189E-08
 49     48.2345123 2.1746E+02 2.2560E-06 2.2212E-06 2.3805E-10 1.9176E-11 6.2252E-15 1.9370E-08
 50     45.0256958 2.1789E+02 1.9536E-06 2.5365E-06 2.7215E-10 2.0795E-11 5.1249E-15 1.8879E-08
 51     41.8168831 2.1837E+02 1.6513E-06 2.8517E-06 3.0624E-10 2.2413E-11 4.0247E-15 1.8388E-08
