        10.00   2.7492212e+02   6.7050341e-06   3.8157869e-04   2.0950000e-01   0.0000000e+00
      5309.10   2.0973640e+02   4.4568287e-06   3.9191006e-04   2.0950000e-01   0.0000000e+00
     10608.20   2.0065111e+02   6.8316635e-06   3.9158406e-04   2.0950000e-01   0.0000000e+00
     15907.30   2.1202377e+02   2.3929235e-05   3.9138400e-04   2.0950000e-01   0.0000000e+00
     21206.40   2.2600652e+02   2.5553940e-04   3.9114853e-04   2.0950000e-01   0.0000000e+00
     26505.50   2.3818823e+02   5.0305773e-04   3.9113715e-04   2.0950000e-01   0.0000000e+00
     31804.60   2.4851787e+02   6.1187980e-04   3.9113930e-04   2.0950000e-01   0.0000000e+00
     37103.70   2.5639157e+02   7.3440972e-04   3.9100967e-04   2.0950000e-01   0.0000000e+00
     42402.80   2.6348047e+02   5.6815601e-04   3.9100234e-04   2.0950000e-01   0.0000000e+00
     47701.90   2.6925198e+02   4.1111818e-04   3.9113755e-04   2.0950000e-01   0.0000000e+00
     53001.00   2.7274765e+02   1.6763196e-03   3.9139221e-04   2.0950000e-01   0.0000000e+00
     58300.11   2.7588849e+02   4.9717668e-03   3.9172286e-04   2.0950000e-01   0.0000000e+00
     63599.21   2.7994589e+02   8.1201531e-03   3.9198875e-04   2.0950000e-01   0.0000000e+00
     68898.30   2.8360440e+02   1.0824083e-02   3.9223378e-04   2.0950000e-01   0.0000000e+00
     74197.41   2.8620413e+02   1.2861728e-02   3.9239769e-04   2.0950000e-01   0.0000000e+00
     79496.51   2.8916290e+02   1.4709936e-02   3.9251978e-04   2.0950000e-01   0.0000000e+00
     84795.61   2.9256805e+02   1.9470090e-02   3.9257348e-04   2.0950000e-01   0.0000000e+00
     90094.71   2.9597369e+02   2.1015940e-02   3.9238433e-04   2.0950000e-01   0.0000000e+00
     95393.81   2.9832278e+02   2.3458118e-02   3.9229382e-04   2.0950000e-01   0.0000000e+00
    100692.91   2.9962738e+02   3.0867096e-02   3.8923958e-04   2.0950000e-01   0.0000000e+00
