        75.94     2.7065e+02    6.4300e-06    3.8081e-04    2.0950e-01    6.4300e-06    3.8081e-04    3.8081e-04
        78.38     2.7065e+02    6.4300e-06    3.8081e-04    2.0950e-01    6.4300e-06    3.8081e-04    3.8081e-04
        80.89     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        83.49     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        86.16     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        88.93     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        91.78     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        94.72     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
        97.75     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
       100.89     2.7065e+02    6.4299e-06    3.8081e-04    2.0950e-01    6.4299e-06    3.8081e-04    3.8081e-04
       104.12     2.7065e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       107.46     2.7065e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       110.91     2.7065e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       114.47     2.6995e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       118.15     2.6925e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       121.97     2.6855e+02    6.4298e-06    3.8081e-04    2.0950e-01    6.4298e-06    3.8081e-04    3.8081e-04
       125.91     2.6785e+02    6.4297e-06    3.8081e-04    2.0950e-01    6.4297e-06    3.8081e-04    3.8081e-04
       130.00     2.6715e+02    6.4297e-06    3.8081e-04    2.0950e-01    6.4297e-06    3.8081e-04    3.8081e-04
       134.22     2.6645e+02    6.4297e-06    3.8081e-04    2.0950e-01    6.4297e-06    3.8081e-04    3.8081e-04
       138.61     2.6575e+02    6.4297e-06    3.8081e-04    2.0950e-01    6.4297e-06    3.8081e-04    3.8081e-04
       143.14     2.6505e+02    6.4297e-06    3.8081e-04    2.0950e-01    6.4297e-06    3.8081e-04    3.8081e-04
       147.83     2.6435e+02    6.4296e-06    3.8081e-04    2.0950e-01    6.4296e-06    3.8081e-04    3.8081e-04
       152.69     2.6365e+02    6.4296e-06    3.8081e-04    2.0950e-01    6.4296e-06    3.8081e-04    3.8081e-04
       157.73     2.6295e+02    6.4296e-06    3.8081e-04    2.0950e-01    6.4296e-06    3.8081e-04    3.8081e-04
       162.94     2.6225e+02    6.4296e-06    3.8081e-04    2.0950e-01    6.4296e-06    3.8081e-04    3.8081e-04
       168.34     2.6155e+02    6.4295e-06    3.8081e-04    2.0950e-01    6.4295e-06    3.8081e-04    3.8081e-04
       173.93     2.6085e+02    6.4295e-06    3.8081e-04    2.0950e-01    6.4295e-06    3.8081e-04    3.8081e-04
       179.74     2.6015e+02    6.4295e-06    3.8081e-04    2.0950e-01    6.4295e-06    3.8081e-04    3.8081e-04
       185.74     2.5945e+02    6.4295e-06    3.8081e-04    2.0950e-01    6.4295e-06    3.8081e-04    3.8081e-04
       191.97     2.5875e+02    6.4294e-06    3.8081e-04    2.0950e-01    6.4294e-06    3.8081e-04    3.8081e-04
       198.41     2.5805e+02    6.4294e-06    3.8081e-04    2.0950e-01    6.4294e-06    3.8081e-04    3.8081e-04
       205.10     2.5735e+02    6.4294e-06    3.8081e-04    2.0950e-01    6.4294e-06    3.8081e-04    3.8081e-04
       212.03     2.5665e+02    6.4293e-06    3.8081e-04    2.0950e-01    6.4293e-06    3.8081e-04    3.8081e-04
       219.22     2.5595e+02    6.4293e-06    3.8081e-04    2.0950e-01    6.4293e-06    3.8081e-04    3.8081e-04
       226.66     2.5525e+02    6.4293e-06    3.8081e-04    2.0950e-01    6.4293e-06    3.8081e-04    3.8081e-04
       234.39     2.5455e+02    6.4292e-06    3.8081e-04    2.0950e-01    6.4292e-06    3.8081e-04    3.8081e-04
       242.40     2.5385e+02    6.4292e-06    3.8081e-04    2.0950e-01    6.4292e-06    3.8081e-04    3.8081e-04
       250.71     2.5315e+02    6.4292e-06    3.8081e-04    2.0950e-01    6.4292e-06    3.8081e-04    3.8081e-04
       259.32     2.5245e+02    6.4291e-06    3.8081e-04    2.0950e-01    6.4291e-06    3.8081e-04    3.8081e-04
       268.26     2.5175e+02    6.4291e-06    3.8081e-04    2.0950e-01    6.4291e-06    3.8081e-04    3.8081e-04
       277.52     2.5105e+02    6.4291e-06    3.8081e-04    2.0950e-01    6.4291e-06    3.8081e-04    3.8081e-04
       287.15     2.5035e+02    6.4290e-06    3.8081e-04    2.0950e-01    6.4290e-06    3.8081e-04    3.8081e-04
       297.12     2.4965e+02    6.4290e-06    3.8081e-04    2.0950e-01    6.4290e-06    3.8081e-04    3.8081e-04
       307.48     2.4895e+02    6.4289e-06    3.8081e-04    2.0950e-01    6.4289e-06    3.8081e-04    3.8081e-04
       318.22     2.4825e+02    6.4289e-06    3.8081e-04    2.0950e-01    6.4289e-06    3.8081e-04    3.8081e-04
       329.38     2.4755e+02    6.4288e-06    3.8081e-04    2.0950e-01    6.4288e-06    3.8081e-04    3.8081e-04
       340.95     2.4685e+02    6.4288e-06    3.8081e-04    2.0950e-01    6.4288e-06    3.8081e-04    3.8081e-04
       352.98     2.4615e+02    6.4287e-06    3.8081e-04    2.0950e-01    6.4287e-06    3.8081e-04    3.8081e-04
       365.46     2.4545e+02    6.4287e-06    3.8081e-04    2.0950e-01    6.4287e-06    3.8081e-04    3.8081e-04
       378.42     2.4475e+02    6.4286e-06    3.8081e-04    2.0950e-01    6.4286e-06    3.8081e-04    3.8081e-04
       391.87     2.4405e+02    6.4285e-06    3.8081e-04    2.0950e-01    6.4285e-06    3.8081e-04    3.8081e-04
       405.86     2.4335e+02    6.4285e-06    3.8081e-04    2.0950e-01    6.4285e-06    3.8081e-04    3.8081e-04
       420.37     2.4265e+02    6.4284e-06    3.8081e-04    2.0950e-01    6.4284e-06    3.8081e-04    3.8081e-04
       435.46     2.4195e+02    6.4283e-06    3.8081e-04    2.0950e-01    6.4283e-06    3.8081e-04    3.8081e-04
       451.12     2.4125e+02    6.4283e-06    3.8081e-04    2.0950e-01    6.4283e-06    3.8081e-04    3.8081e-04
       467.41     2.4055e+02    6.4282e-06    3.8081e-04    2.0950e-01    6.4282e-06    3.8081e-04    3.8081e-04
       484.32     2.3985e+02    6.4281e-06    3.8081e-04    2.0950e-01    6.4281e-06    3.8081e-04    3.8081e-04
       501.91     2.3915e+02    6.4280e-06    3.8081e-04    2.0950e-01    6.4280e-06    3.8081e-04    3.8081e-04
       520.17     2.3845e+02    6.4280e-06    3.8081e-04    2.0950e-01    6.4280e-06    3.8081e-04    3.8081e-04
       539.19     2.3775e+02    6.4279e-06    3.8081e-04    2.0950e-01    6.4279e-06    3.8081e-04    3.8081e-04
       558.92     2.3705e+02    6.4278e-06    3.8081e-04    2.0950e-01    6.4278e-06    3.8081e-04    3.8081e-04
       579.48     2.3635e+02    6.4277e-06    3.8081e-04    2.0950e-01    6.4277e-06    3.8081e-04    3.8081e-04
       600.81     2.3565e+02    6.4276e-06    3.8081e-04    2.0950e-01    6.4276e-06    3.8081e-04    3.8081e-04
       623.04     2.3495e+02    6.4275e-06    3.8081e-04    2.0950e-01    6.4275e-06    3.8081e-04    3.8081e-04
       646.12     2.3425e+02    6.4274e-06    3.8081e-04    2.0950e-01    6.4274e-06    3.8081e-04    3.8081e-04
       670.17     2.3355e+02    6.4273e-06    3.8081e-04    2.0950e-01    6.4273e-06    3.8081e-04    3.8081e-04
       695.15     2.3285e+02    6.4272e-06    3.8081e-04    2.0950e-01    6.4272e-06    3.8081e-04    3.8081e-04
       721.18     2.3215e+02    6.4270e-06    3.8081e-04    2.0950e-01    6.4270e-06    3.8081e-04    3.8081e-04
       748.23     2.3145e+02    6.4269e-06    3.8081e-04    2.0950e-01    6.4269e-06    3.8081e-04    3.8081e-04
       776.42     2.3075e+02    6.4268e-06    3.8081e-04    2.0950e-01    6.4268e-06    3.8081e-04    3.8081e-04
       805.72     2.3005e+02    6.4267e-06    3.8081e-04    2.0950e-01    6.4267e-06    3.8081e-04    3.8081e-04
       836.27     2.2935e+02    6.4265e-06    3.8081e-04    2.0950e-01    6.4265e-06    3.8081e-04    3.8081e-04
       868.02     2.2865e+02    6.4264e-06    3.8081e-04    2.0950e-01    6.4264e-06    3.8081e-04    3.8081e-04
       901.10     2.2840e+02    6.4262e-06    3.8081e-04    2.0950e-01    6.4262e-06    3.8081e-04    3.8081e-04
       935.43     2.2815e+02    6.4261e-06    3.8081e-04    2.0950e-01    6.4261e-06    3.8081e-04    3.8081e-04
       971.16     2.2790e+02    6.4259e-06    3.8081e-04    2.0950e-01    6.4259e-06    3.8081e-04    3.8081e-04
      1008.23     2.2765e+02    6.4258e-06    3.8081e-04    2.0950e-01    6.4258e-06    3.8081e-04    3.8081e-04
      1046.83     2.2740e+02    6.4256e-06    3.8081e-04    2.0950e-01    6.4256e-06    3.8081e-04    3.8081e-04
      1086.88     2.2715e+02    6.4254e-06    3.8081e-04    2.0950e-01    6.4254e-06    3.8081e-04    3.8081e-04
      1128.59     2.2690e+02    6.4252e-06    3.8081e-04    2.0950e-01    6.4252e-06    3.8081e-04    3.8081e-04
      1171.87     2.2665e+02    6.4250e-06    3.8081e-04    2.0950e-01    6.4250e-06    3.8081e-04    3.8081e-04
      1216.93     2.2640e+02    6.4248e-06    3.8081e-04    2.0950e-01    6.4248e-06    3.8081e-04    3.8081e-04
      1263.70     2.2615e+02    6.4246e-06    3.8081e-04    2.0950e-01    6.4246e-06    3.8081e-04    3.8081e-04
      1312.41     2.2590e+02    6.4244e-06    3.8081e-04    2.0950e-01    6.4244e-06    3.8081e-04    3.8081e-04
      1362.96     2.2565e+02    6.4242e-06    3.8081e-04    2.0950e-01    6.4242e-06    3.8081e-04    3.8081e-04
      1415.62     2.2540e+02    6.4239e-06    3.8081e-04    2.0950e-01    6.4239e-06    3.8081e-04    3.8081e-04
      1470.27     2.2515e+02    6.4237e-06    3.8082e-04    2.0950e-01    6.4237e-06    3.8082e-04    3.8082e-04
      1527.19     2.2490e+02    6.4234e-06    3.8082e-04    2.0950e-01    6.4234e-06    3.8082e-04    3.8082e-04
      1586.29     2.2465e+02    6.4231e-06    3.8082e-04    2.0950e-01    6.4231e-06    3.8082e-04    3.8082e-04
      1647.85     2.2440e+02    6.4229e-06    3.8082e-04    2.0950e-01    6.4229e-06    3.8082e-04    3.8082e-04
      1711.75     2.2415e+02    6.4226e-06    3.8082e-04    2.0950e-01    6.4226e-06    3.8082e-04    3.8082e-04
      1778.33     2.2390e+02    6.4223e-06    3.8082e-04    2.0950e-01    6.4223e-06    3.8082e-04    3.8082e-04
      1847.46     2.2365e+02    6.4220e-06    3.8082e-04    2.0950e-01    6.4220e-06    3.8082e-04    3.8082e-04
      1919.48     2.2340e+02    6.4216e-06    3.8082e-04    2.0950e-01    6.4216e-06    3.8082e-04    3.8082e-04
      1994.26     2.2315e+02    6.4213e-06    3.8082e-04    2.0950e-01    6.4213e-06    3.8082e-04    3.8082e-04
      2072.17     2.2290e+02    6.4209e-06    3.8082e-04    2.0950e-01    6.4209e-06    3.8082e-04    3.8082e-04
      2153.09     2.2265e+02    6.4206e-06    3.8082e-04    2.0950e-01    6.4206e-06    3.8082e-04    3.8082e-04
      2237.41     2.2240e+02    6.4202e-06    3.8082e-04    2.0950e-01    6.4202e-06    3.8082e-04    3.8082e-04
      2324.98     2.2215e+02    6.4198e-06    3.8082e-04    2.0950e-01    6.4198e-06    3.8082e-04    3.8082e-04
      2416.23     2.2190e+02    6.4194e-06    3.8082e-04    2.0950e-01    6.4194e-06    3.8082e-04    3.8082e-04
      2511.02     2.2165e+02    6.4190e-06    3.8082e-04    2.0950e-01    6.4190e-06    3.8082e-04    3.8082e-04
      2609.81     2.2140e+02    6.4185e-06    3.8082e-04    2.0950e-01    6.4185e-06    3.8082e-04    3.8082e-04
      2712.42     2.2115e+02    6.4181e-06    3.8082e-04    2.0950e-01    6.4181e-06    3.8082e-04    3.8082e-04
